concreteness	aoa	frequency	word
2.92	16.18	1.1761	neurotransmitter
		0.8451	neurotransmitters
2.75	15.82	0.7782	neurovascular
3.11	11.12	1.6128	neuter
		1.5682	neutered
		1.0	neutering
		0.9031	neuters
1.8	10.19	2.3345	neutral
		0.4771	neutralisation
		1.0414	neutralise
		1.0414	neutralised
		0.4771	neutralises
		0.4771	neutralising
1.78			neutralism
2.33	13.18	0.301	neutralist
1.63	12.11	1.2553	neutrality
2.21	13.11	0.7782	neutralization
2.28	12.0	1.7993	neutralize
		1.5798	neutralized
2.33	12.58	0.4771	neutralizer
		1.0	neutralizes
		0.8451	neutralizing
2.32		0.301	neutrally
		0.4771	neutrals
3.17	13.8	1.1139	neutrino
		0.4771	neutrinos
2.69	11.43	1.8062	neutron
		1.1761	neutrons
		0.6021	neutropenia
		0.4771	neutrophil
		2.5478	nevada
		0.301	nevadan
		0.6021	neve
		0.9542	neven
1.59	5.07	4.8419	never
		1.5051	neverland
		1.5798	nevermind
1.38		1.1461	nevermore
1.48		2.48	nevertheless
2.0			nevoid
2.6	17.0	0.301	nevus
2.81	4.72	4.5672	new
4.28			new moon
2.48			new wave
3.62			new year
		2.1614	newark
2.83	10.17	1.301	newbie
		1.1461	newbies
4.39	6.9	2.1106	newborn
		1.1461	newborns
		0.9031	newburg
		1.6812	newcastle
3.13	8.26	1.7482	newcomer
		1.4771	newcomers
3.3	12.33	0.6021	newel
		1.716	newer
		2.3054	newest
1.96	11.29	1.2041	newfangled
2.14	10.95	1.7853	newfound
		1.3979	newfoundland
		0.301	newfoundlander
		0.301	newgate
1.77	10.45	0.7782	newish
2.4		2.1492	newly
3.81	8.63	1.3617	newlywed
3.79		1.8751	newlyweds
		0.8451	newmarket
1.79	7.2	1.1461	newness
		2.4786	newport
3.41	6.16	3.9243	news
4.46			news agency
3.9			news bulletin
3.96			news conference
3.79			news program
3.54			news reader
4.41	11.11	0.301	newsagent
2.12	11.38	0.301	newsbeat
4.42	7.53	1.1761	newsboy
		0.6990000000000001	newsboys
3.04	9.37	0.8451	newsbreak
4.26	7.2	1.4472	newscast
4.5	9.56	1.4771	newscaster
		0.6021	newscasters
		0.301	newscasting
		0.6021	newscasts
		0.301	newsdealers
3.82	9.22	1.5185	newsflash
3.0			newsgathering
3.72	11.39	0.301	newsgroup
3.19	14.53	0.6021	newshound
		0.301	newshounds
4.66	9.42	1.6435	newsletter
		0.7782	newsletters
3.69			newsmaker
4.26	5.72	1.3222	newsman
		1.2041	newsmen
3.3			newsmonger
4.82	5.78	3.0824	newspaper
5.0			newspaper clipping
4.5	7.5	1.8692	newspaperman
		1.5441	newspapermen
		2.7679	newspapers
4.11	6.88	0.9542	newspaperwoman
2.21			newspeak
4.62	10.0	0.9542	newsprint
3.93	10.76	1.2553	newsreader
		0.301	newsreaders
4.48	10.39	1.5911	newsreel
		1.2788	newsreels
4.54	8.89	1.6021	newsroom
		0.301	newsrooms
4.15			newssheet
4.71	9.74	1.7324	newsstand
		1.0414	newsstands
		1.7076	newsweek
3.84			newswire
4.29	9.14	0.9542	newswoman
2.12			newsworthiness
1.88	10.0	1.2304	newsworthy
1.71	12.77	0.4771	newsy
4.17	7.56	1.8388	newt
		2.2833	newton
		0.301	newtonian
		1.3222	newtons
2.56	4.35	4.3634	next
4.15			next door
3.59		0.301	nextdoor
2.73	14.59	1.7634	nexus
		2.1399	ng
		0.301	ngai
		0.301	ngaio
		1.8633	ni
3.32	15.23	0.4771	niacin
		2.1987	niagara
		0.4771	niagra
3.7	10.31	0.7782	nib
		0.301	nibbing
3.72	7.37	1.8921	nibble
		0.9542	nibbled
4.56	8.26	0.7782	nibbler
		0.301	nibblers
		1.1139	nibbles
		1.4771	nibbling
		0.6021	nibelung
		1.2553	niblick
		0.301	niblicks
3.73		1.4771	nibs
		1.8451	nicaragua
		1.0	nicaraguan
		0.4771	nicaraguans
		0.301	niccolo
2.18	3.95	4.5202	nice
2.18		2.7084	nicely
2.15	5.17	1.1139	niceness
		2.5832	nicer
		2.4654	nicest
		1.1139	niceties
1.61	12.85	0.4771	nicety
2.52	14.06	1.6812	niche
		2.5416	nicholas
		1.4314	nicht
		0.4771	nichts
3.87	7.59	3.4861	nick
		1.8573	nicked
4.79	5.75	2.6355	nickel
4.19	8.78	1.0414	nickelodeon
		2.0645	nickels
	12.0	0.6021	nicker
		0.8451	nickering
		0.6990000000000001	nickers
		1.0414	nickey
3.0		0.7782	nicking
		0.7782	nickle
		0.301	nicknacks
2.97	6.5	2.5403	nickname
		1.5682	nicknamed
		1.6721	nicknames
		0.301	nicknaming
		1.5682	nicks
		2.721	nicky
		0.301	nicol
		1.1139	nicolo
4.1	10.22	1.9445	nicotine
4.69			nicotine patch
2.36			nicotinic
2.93			nictitate
		0.4771	nidal
4.28	7.0	2.6875	niece
		1.5051	nieces
		1.2041	nielsen
		1.8633	nietzsche
		2.0645	nietzschean
		1.1761	nieves
		0.301	nife
2.17			niff
1.62			niffy
2.14			nifle
		0.301	nifties
1.75	9.71	0.301	niftiness
1.73	9.12	1.8573	nifty
1.67		1.4771	nig
		0.4771	nigella
		1.5682	nigeria
		1.4624	nigerian
		0.6021	nigerians
		2.937	nigga
1.81	13.88	0.6021	niggard
2.17			niggardliness
1.79			niggardly
		2.4742	niggas
		1.0	niggaz
3.5	8.29	3.0149	nigger
		2.4871	niggers
1.8	15.33	0.301	niggle
2.22		0.301	niggling
2.42	11.44	1.6335	nigh
4.52	3.61	4.6451	night
4.04			night shift
3.59			night watch
4.41	10.17	1.959	nightcap
4.07		0.301	nightcaps
4.44			nightclothes
4.96	10.74	2.3766	nightclub
3.48	13.78	0.301	nightclubbing
		1.7634	nightclubs
		0.301	nightcrawler
		0.4771	nightcrawlers
4.62	9.12	0.6990000000000001	nightdress
		0.6990000000000001	nighter
		0.301	nighters
3.79	8.17	2.0755	nightfall
4.9	5.78	2.0043	nightgown
		1.0792	nightgowns
4.39		1.4472	nighthawk
		0.4771	nighthawks
4.3	7.82	1.5563	nightie
		0.8451	nighties
4.46	8.81	2.1644	nightingale
		0.9031	nightingales
3.87			nightjar
		0.301	nightjars
		0.301	nightless
3.17	10.78	1.4624	nightlife
4.93	5.21	0.6990000000000001	nightlight
3.35			nightlong
2.19	8.0	1.8513	nightly
		0.301	nightman
2.96	5.94	3.0580000000000003	nightmare
		2.5705	nightmares
2.0	9.47	1.0792	nightmarish
1.78		0.301	nightmarishly
		0.301	nightriders
4.41		3.2375	nights
4.23		1.415	nightshade
3.23			nightshift
5.0	6.1	1.0792	nightshirt
		0.301	nightshirts
3.68	12.13	1.0	nightspot
		0.6021	nightspots
4.81	6.67	1.6435	nightstand
4.74	9.82	1.3424	nightstick
		0.7782	nightsticks
3.86	3.72	2.0253	nighttime
		0.301	nighttimes
3.65		0.6990000000000001	nightwalker
		0.301	nightwatchman
4.63	7.17	0.4771	nightwear
		1.1761	nighty
1.32	16.79	0.6990000000000001	nihilism
2.81	16.58	1.0	nihilist
1.73	15.36	0.9031	nihilistic
		0.6021	nihilists
1.59	13.4	0.301	nihility
		0.9031	nijinsky
		1.716	nike
		1.1461	nikon
2.43	12.29	1.3802	nil
		1.9823	nile
		0.6021	nill
2.29			nilpotent
		1.0414	nils
		1.7243	nim
2.25			nimbi
2.34	8.61	1.4914	nimble
2.31		0.301	nimbleness
2.32		0.7782	nimbly
	13.3	0.4771	nimbostratus
3.18		1.8573	nimbus
1.0			nimiety
2.65	11.31	1.3979	nimrod
		0.4771	nimrods
2.4	6.82	1.6335	nincompoop
		1.0414	nincompoops
4.04	3.23	3.5368	nine
2.86			ninebark
2.36			ninefold
		0.6990000000000001	ninepence
4.0	11.85	0.301	ninepin
3.47	13.33	0.301	ninepins
		1.7404	nines
3.26		2.2304	nineteen
3.63		1.2788	nineteenth
		0.301	nineteenths
		1.415	nineties
3.08		0.301	ninetieth
3.39	6.69	2.1553	ninety
2.86			ninetyfold
2.74			ninetyish
		0.9031	ninhydrin
4.28	8.89	2.1206	ninja
		1.6021	ninjas
		1.0	ninnies
2.61	9.37	1.6628	ninny
		0.4771	ninos
4.64			nintendo
3.57	5.91	2.525	ninth
2.81			ninthly
		0.301	ninths
		1.5798	niobe
3.56			niobium
3.43	7.94	2.2201	nip
		0.301	nipmuck
		1.2304	nipped
3.16	8.88	1.4771	nipper
3.88		0.7782	nippers
2.7			nippiness
3.31		1.3222	nipping
4.83	9.05	2.1614	nipple
		2.3674	nipples
4.1			nipplewort
		1.1139	nippon
		0.301	nipponese
2.91	8.88	1.6902	nippy
		1.5051	nips
1.52		1.7634	nirvana
		0.6021	nisei
		0.301	nishiki
1.5			nisus
4.18	8.57	0.9542	nit
		1.0792	nitch
		1.6812	nite
3.78	14.25		niter
2.91	10.35	0.7782	nitpick
2.81			nitpicker
		0.4771	nitpicking
2.96	14.12	1.7482	nitrate
		1.301	nitrates
		0.301	nitrating
3.05			nitration
		0.301	nitre
2.8	11.73	1.1139	nitric
3.55			nitride
2.47			nitrification
2.77			nitrify
3.72	14.06	0.4771	nitrite
3.48	13.0	1.9445	nitro
3.48			nitrobacteria
4.06			nitrobenzene
3.35	16.0	0.301	nitrocellulose
3.41	10.72	1.7924	nitrogen
2.41			nitrogenous
4.12		1.5315	nitroglycerin
4.27	14.38	1.2041	nitroglycerine
2.86			nitrosamine
3.08	13.63	1.5563	nitrous
		0.6021	nits
		0.9031	nitta
		0.4771	nitty
2.07			nitty gritty
3.26	10.22	1.7993	nitwit
		1.1461	nitwits
1.82	11.88	1.9243	nix
		0.9542	nixed
2.0			nixie
		0.4771	nixing
		2.3444	nixon
		0.301	nj
		1.5563	nl
		0.301	nm
2.45	2.72	5.4837	no
		0.7782	noa
		0.301	noachian
		2.659	noah
4.19	7.96	1.2788	nob
2.12		0.301	nobble
		0.301	nobbling
		0.4771	nobby
		2.2201	nobel
4.08			nobel prize
3.55	16.25	0.4771	nobelium
2.81	11.39	1.9294	nobility
		0.6021	nobis
1.89	10.67	2.8722	noble
3.85	9.74	1.5798	nobleman
		1.0792	noblemen
2.04	10.05	0.7782	nobleness
		1.4472	nobler
		1.8865	nobles
2.17	13.75	0.6021	noblesse
		1.415	noblest
3.41	11.78	0.4771	noblewoman
2.04		1.3617	nobly
		1.5051	nobodies
2.32	5.25	4.1335	nobody
		0.8451	nobs
3.73	13.33	0.7782	nock
		0.301	noctiluca
		0.6021	noctis
		0.301	noctivagant
3.0			noctule
2.67	8.89	1.7993	nocturnal
2.33			nocturnally
2.92	11.24	0.6990000000000001	nocturne
		0.301	nocturnes
2.67			nocuous
4.62	5.62	2.3096	nod
3.75			nod off
2.67	16.19	0.301	nodal
		1.5441	nodded
		0.301	nodder
4.0		1.6335	nodding
3.38	8.14	0.301	noddle
4.0	12.17	1.415	node
		1.4624	nodes
		1.2553	nods
2.88			nodular
1.67			nodulation
3.62	13.71	0.4771	nodule
		0.9031	nodules
2.73		2.9836	noel
		0.4771	noes
		1.0792	nog
4.19	6.11	1.5441	noggin
		0.301	noggins
		1.1461	noh
		1.3222	nohow
2.59	16.44	1.6232	noir
	15.89	0.301	noire
		0.301	noires
3.52	4.5	3.2504	noise
2.41	9.78	0.6021	noiseless
2.65		0.4771	noiselessly
2.48			noiselessness
4.11	8.21	0.6021	noisemaker
		0.6021	noisemakers
3.56			noisemaking
3.2			noiseproof
		2.5635	noises
		0.301	noisette
		0.9031	noisier
		0.6990000000000001	noisiest
2.67		0.9542	noisily
2.74	9.06	0.301	noisiness
		0.301	noising
2.29	15.92	0.6990000000000001	noisome
3.56	5.33	2.4116	noisy
		0.7782	nol
		1.3424	noll
		0.4771	nolle
		0.7782	nolo
		1.0	nolt
2.15	12.17	1.2553	nom
		0.301	noma
4.1	11.12	1.4472	nomad
2.39	11.16	1.2041	nomadic
2.46			nomadically
2.64			nomadism
		1.1461	nomads
		1.6232	nome
		0.4771	nomen
1.93			nomenclatorial
2.0			nomenclatural
2.3	14.25	1.0414	nomenclature
		0.301	nomic
		0.301	nomina
2.26	11.21	1.5911	nominal
1.5			nominally
2.96	10.67	1.6721	nominate
2.23		2.0792	nominated
		0.7782	nominates
		0.4771	nominating
2.85	11.72	2.0899	nomination
		1.5798	nominations
1.75	13.8	0.301	nominative
3.33			nominator
		1.2304	nomine
3.9	11.0	1.6128	nominee
		1.6721	nominees
2.2			nomothetic
1.95		2.2833	non
		0.9031	nona
2.76			nonabsorbent
1.74			nonacademic
		0.301	nonaccidental
2.56			nonacid
		0.301	nonadaptive
		0.301	nonaddictive
3.04			nonadjacent
2.93			nonadjustable
1.64			nonaffiliated
1.8			nonage
2.26	16.17	0.301	nonagenarian
1.9	12.56	0.301	nonaggression
2.18			nonaggressive
3.71			nonagon
2.14			nonagricultural
3.39	11.79	0.8451	nonalcoholic
3.08	12.59	0.301	nonaligned
2.42			nonalignment
		0.301	nonanalytical
		0.301	nonanswer
2.16			nonappearance
1.56			nonassertive
2.78			nonathletic
2.96			nonattached
2.15			nonattachment
1.57			nonattainment
2.27	12.16	0.301	nonattendance
2.89			nonautomotive
2.97			nonbacterial
1.83			nonbearing
1.88			nonbeing
2.1	7.89	0.6990000000000001	nonbeliever
		0.6021	nonbelievers
1.65			nonbelligerent
1.57	12.06	0.301	nonbinding
3.54			nonblack
		0.301	noncaloric
2.19	13.24	0.301	noncancerous
2.45			noncapital
		0.301	noncatastrophic
1.9	14.17	0.6021	nonce
2.63			noncertified
		0.301	nonces
1.81	12.31	0.6021	nonchalance
1.88	12.16	1.301	nonchalant
1.81		0.6990000000000001	nonchalantly
		0.301	nonchalantness
2.36			nonchemical
3.2			noncircular
2.7			noncitizen
2.07			nonclinical
		0.301	noncognitive
2.14	13.78	0.8451	noncom
2.13	12.71	0.6021	noncombat
2.45	13.6	0.301	noncombatant
		0.301	noncombatants
2.72	12.17	0.301	noncombustible
2.07			noncommercial
2.12	14.33	1.0	noncommissioned
1.68	15.0	0.9031	noncommittal
2.08			noncommittally
		0.4771	noncommunication
		0.301	noncommunicative
1.92			noncommunist
		0.301	noncommutative
1.93			noncompeting
2.0	10.78	0.4771	noncompetitive
1.83			noncompetitively
2.04	14.5	1.0792	noncompliance
		0.301	noncomplicity
		0.6021	noncoms
		0.4771	nonconducting
2.46			nonconductive
3.17			nonconductor
1.36			nonconformance
1.93			nonconforming
2.53	14.58	0.7782	nonconformist
		0.4771	nonconformists
1.76			nonconformity
2.85			nonconsecutive
2.48	10.38	0.301	noncontact
		0.301	noncontextual
1.96			noncontiguous
1.69			noncontributing
2.04			noncontributory
1.33			noncontroversial
1.63			nonconventional
2.41			nonconvertible
2.11	11.5		noncooperation
		0.301	noncooperative
		0.301	noncorporeal
2.33			noncorrosive
1.69			noncreative
1.92			noncriminal
1.96	13.32	0.4771	noncritical
1.75			noncumulative
2.08			noncurrent
2.08			noncyclical
3.52	9.74	0.7782	nondairy
2.23			nondefense
1.69			nondemocratic
		0.301	nondenial
2.04	14.17	0.6990000000000001	nondenominational
1.89			nondependent
2.43	12.17	1.0414	nondescript
2.07			nondestructive
2.0	15.0	0.9031	nondisclosure
1.55			nondiscretionary
1.56			nondiscrimination
1.96			nondiscriminatory
2.24			nondomestic
3.71	10.48	0.301	nondrinking
3.04			nondrying
2.59	5.57	3.7514	none
1.92			nonearning
2.0			noneconomic
2.42			nonelection
2.5			nonelectric
3.43			nonelectrical
		0.301	nonengagement
		0.4771	nonentities
1.74	13.0	0.6021	nonentity
2.18			nonequivalent
	13.0		nones
1.7	12.53	0.6021	nonessential
1.59	11.85	0.301	nonesuch
1.27	10.21	2.1139	nonetheless
2.3	13.16	0.4771	nonevent
1.93	12.22	0.6021	nonexclusive
2.27			nonexecutive
2.25			nonexempt
1.57	11.78	0.8451	nonexistence
1.59	11.0	1.6435	nonexistent
1.82			nonexpendable
		0.301	nonexperimental
2.08			nonfactual
2.21		0.301	nonfamily
2.38	14.08	0.301	nonfarm
3.11	8.32	1.415	nonfat
2.75	11.16	0.301	nonfatal
1.71			nonfeasance
2.27			nonfederal
2.64			nonferrous
3.5	8.53	1.3222	nonfiction
2.57			nonfictional
1.81			nonfigurative
1.93			nonfinancial
1.54			nonfinite
2.81			nonflammable
		0.301	nonfocal
3.48			nonfood
		0.4771	nonfraternal
2.48			nonfreezing
2.11	12.21	0.6990000000000001	nonfunctional
2.24	11.72	0.4771	nonfunctioning
		1.2304	nong
2.6			nongaseous
2.74			nongovernmental
2.54			nonhazardous
2.04			nonhereditary
3.83	9.35	0.9542	nonhuman
		0.301	nonhumorous
1.61			nonidentity
2.22			nonillion
2.74			nonimmigrant
1.8			nonimpact
2.43			nonindustrial
2.61	12.0	0.6021	noninfectious
2.89			noninflammable
2.11			noninsurance
1.83			nonintellectual
1.75			noninterference
3.12			nonintersecting
1.86	12.62	0.301	nonintervention
1.88			noninterventionist
2.58	13.68	0.8451	noninvasive
1.52	12.38	0.301	noninvolvement
2.26			nonirritant
1.82			nonirritating
1.61	10.33	0.301	nonjudgmental
1.86			nonjuring
2.06			nonjury
2.68			nonleaded
2.0	11.7	0.9031	nonlethal
2.26			nonlife
2.58	10.9	0.4771	nonlinear
1.44			nonliterary
2.71			nonliving
2.72			nonlocal
		0.301	nonluminous
3.17			nonmagnetic
		0.301	nonmailable
2.33			nonmalignant
3.19			nonmalleable
1.86			nonmanufacturing
1.7			nonmarket
1.56			nonmaterial
1.56			nonmathematical
		0.301	nonmechanical
2.34			nonmedical
2.83			nonmember
		0.301	nonmembers
3.16	10.83		nonmetal
3.64	10.94	0.6990000000000001	nonmetallic
2.38			nonmetropolitan
2.48			nonmilitant
2.78	12.63	0.7782	nonmilitary
		0.4771	nonmonogamous
2.33			nonmusical
2.32	11.44	0.6990000000000001	nonnative
		0.301	nonnatives
1.74	10.89	1.2304	nonnegotiable
2.06			nonnutritive
		1.7324	nonny
1.42			nonobjective
1.81			nonobligatory
1.46			nonobservance
2.27			nonobservant
1.92			nonoccurrence
2.19	11.76	0.301	nonofficial
2.79	12.0	0.4771	nonoperational
3.56	14.88	0.301	nonorganic
2.15	12.16	0.4771	nonpaid
3.34			nonparallel
3.24	14.67	0.4771	nonpareil
2.4			nonparent
2.74			nonparticipant
2.68			nonparticipating
2.13	10.24	0.301	nonparticipation
2.04	15.35	0.301	nonpartisan
1.79			nonpartisanship
2.04			nonparty
1.62			nonpathogenic
2.54	9.63	0.301	nonpaying
2.83	10.0	0.9542	nonpayment
2.11			nonpeak
2.37	10.79	0.301	nonperformance
2.65			nonperformer
2.32			nonperforming
2.76			nonperishable
		0.4771	nonpermanence
1.97	10.5	0.4771	nonpermanent
2.08	10.5	0.301	nonperson
2.07	11.17	0.8451	nonphysical
1.85			nonplus
1.79	13.31	0.7782	nonplussed
2.0			nonpoisonous
1.62	14.17	0.4771	nonpolitical
3.15	12.93	0.6021	nonporous
		0.301	nonpractical
		0.301	nonprescribed
2.04			nonpresidential
2.81			nonproducing
2.19			nonproduction
2.67	12.57	0.301	nonproductive
1.88			nonproductively
2.23	12.67	0.4771	nonprofessional
2.59	11.95	1.2304	nonprofit
1.73	16.0	0.4771	nonproliferation
1.57			nonproprietary
2.46	10.82	0.301	nonpublic
2.0			nonracial
2.04	12.94	0.301	nonrandom
2.05			nonrated
1.89	13.0	0.6021	nonreactive
2.2			nonreactor
3.26			nonreader
1.83			nonrealistic
1.31			nonreciprocal
1.91			nonrecourse
3.08			nonrectangular
1.64			nonrecurring
2.53	10.95	0.9031	nonrefundable
2.67			nonregistered
		0.4771	nonregulation
2.03	9.67	0.301	nonreligious
2.31			nonrenewable
2.24			nonrenewal
1.8			nonrepresentational
2.64			nonresident
2.64	11.78	0.301	nonresidential
		0.301	nonresidents
1.84	12.89		nonresistance
1.78			nonresistant
2.56	10.79	1.0	nonresponsive
		0.301	nonrestricted
1.96			nonrestrictive
2.07			nonretirement
		0.301	nonreturn
2.55	10.58	0.4771	nonreturnable
2.12			nonrevenue
2.73			nonreversible
		0.301	nonrevolutionary
2.26	11.0	0.301	nonromantic
2.07	11.28		nonscheduled
1.86			nonscientific
2.5			nonscientist
2.04	17.23	0.6021	nonsectarian
1.68			nonselective
2.38	6.95	3.1623	nonsense
		0.4771	nonsenses
1.82	12.33	1.1461	nonsensical
1.64			nonsensicality
1.78			nonsensically
1.89			nonsensicalness
		0.6021	nonsequential
		0.301	nonsequentially
		0.301	nonserious
2.54	13.44	0.4771	nonsexual
		0.301	nonsingle
2.11			nonsingular
3.5	11.29	0.301	nonskid
3.27	10.39	0.4771	nonslip
3.79	7.74	0.8451	nonsmoker
2.88	9.47	1.1761	nonsmoking
2.0			nonsocial
3.38			nonsolid
2.89			nonspeaking
1.7	12.75	0.7782	nonspecific
		0.4771	nonspirited
2.59	14.05	0.301	nonstandard
2.22	13.05	0.301	nonstarter
		0.301	nonsteroidal
3.08	9.11	0.301	nonstick
2.64		1.959	nonstop
1.89			nonstrategic
2.24			nonstructural
2.86			nonstudent
2.69			nonsubscriber
1.64			nonsuccess
2.31	10.74	0.301	nonsupport
3.5	13.79	0.301	nonsurgical
3.28			nonsymmetrical
2.37			nonsystematic
2.4			nontariff
1.95			nontax
1.93		0.301	nontaxable
2.15			nonteaching
2.38			nontechnical
		0.301	nonterminals
		0.301	nonterrestrial
2.26			nontheatrical
2.0	11.0	0.9542	nonthreatening
2.67	10.63	0.7782	nontoxic
1.84			nontrade
1.69	10.63	0.301	nontraditional
2.07			nontransferable
3.0			nontransparent
1.6			nontribal
1.68			nontrivial
1.74	14.62	0.4771	nonunion
2.52			nonurban
1.91			nonuse
3.19			nonuser
2.31			nonutility
2.35			nonvascular
		0.301	nonvenereal
2.48	9.53	0.9031	nonverbal
		0.301	nonverbally
2.88			nonveteran
1.96	17.33	0.301	nonviable
2.44	9.28	0.9031	nonviolence
2.5	8.94	1.5185	nonviolent
		0.301	nonviolently
2.07			nonvolatile
3.54			nonvoter
2.5	12.11	0.301	nonvoting
2.56			nonwestern
3.25			nonwhite
3.28			nonworking
		0.6021	nonya
2.27			nonzero
		1.0792	noo
4.71	3.44	2.1732	noodle
4.96	5.3	2.4914	noodles
		0.6990000000000001	noodling
4.37	9.74	1.7404	nook
		1.3802	nookie
		1.0414	nooks
		0.6990000000000001	nooky
2.67	5.89	2.9661	noon
3.84	9.0	0.4771	noonday
		0.301	noonish
		1.1461	noons
3.76	12.82		noontide
3.15	6.56	0.9542	noontime
		0.301	noop
4.52	8.28	2.0492	noose
		0.6021	nooses
2.35		3.2514	nope
1.8	8.61	3.2639	nor
		0.6021	nordhausen
2.7		1.2553	nordic
3.36		0.7782	norepinephrine
		1.8451	norfolk
		1.2304	nori
		0.301	norito
		1.2304	norland
2.11	9.84	2.233	norm
		2.316	norma
1.4	5.53	3.5551	normal
1.77	12.89	1.3222	normalcy
		0.4771	normalise
		0.301	normalising
1.94	11.75	1.2553	normality
1.62			normalization
2.03	11.28	0.6990000000000001	normalize
		0.4771	normalized
		0.6021	normalizing
1.83	7.2	2.9133	normally
1.5	8.82	0.301	normalness
		0.4771	normals
		2.935	norman
		1.959	normandy
		1.301	normans
1.56	14.82	0.6021	normative
1.28			normatively
		1.2304	norms
		0.301	norry
		1.8976	norse
		0.301	norsemen
4.14	6.55	3.5131	north
3.56	10.26	1.5185	northbound
3.83	7.47	2.2175	northeast
3.26	12.88	0.301	northeaster
3.21	12.21	0.301	northeasterly
3.93	10.28	1.2304	northeastern
3.16			northeastward
3.36			northeastwardly
3.08			northeastwards
		0.301	northen
	8.8	1.1461	norther
2.13			northerliness
2.92	10.65	0.6021	northerly
3.13	7.95	2.5599	northern
3.21	9.12	0.6021	northerner
		1.0	northerners
3.34	10.15	0.6021	northernmost
		0.301	northers
2.64			northing
3.09			northland
2.78			northlander
		0.6990000000000001	northman
		0.301	norths
3.48			northside
3.37		1.0792	northward
3.04			northwardly
2.92			northwards
3.59	8.22	2.3118	northwest
3.12			northwester
3.23	10.88	0.6990000000000001	northwesterly
2.93	8.58	1.9191	northwestern
3.72			northwestward
2.82			northwestwardly
3.35			northwestwards
		1.9494	norway
		1.8921	norwegian
		1.1761	norwegians
		1.3979	nos
4.89	2.95	3.5512	nose
3.93			nose dive
4.37			nose job
	11.11	0.301	nosebag
4.19			noseband
4.43	5.32	1.6232	nosebleed
		1.4472	nosebleeds
2.84		0.6021	nosed
3.48	10.29	0.9542	nosedive
		0.4771	nosedives
4.56	16.8	0.4771	nosegay
4.32			nosepiece
		2.3874	noses
2.3		1.5315	nosey
2.67	12.65	0.8451	nosh
		0.301	noshes
		0.4771	noshing
		0.301	nosier
		0.301	nosiest
2.72	7.44	0.301	nosiness
2.21		1.6435	nosing
		0.301	nosocomial
2.12			nosology
1.83	13.21	1.6021	nostalgia
1.88	12.11	1.716	nostalgic
1.82		0.301	nostalgically
		0.301	noster
		0.4771	nostic
		1.1761	nostradamus
4.89	7.37	1.5563	nostril
		1.9191	nostrils
2.23		1.0	nostrum
		0.301	nostrums
2.07	5.47	2.1614	nosy
2.08	3.89	5.442	not
2.55	14.67	0.9031	nota
2.12	13.05		notability
2.0	10.37	1.5051	notable
		0.8451	notables
1.62		1.3617	notably
	14.6		notarial
		0.6990000000000001	notarised
3.88	14.11	0.301	notarize
		1.4472	notarized
		0.4771	notarizing
3.69	13.56	1.5563	notary
3.9	13.38	0.301	notate
		0.301	notating
3.07	12.78	1.1139	notation
2.04			notational
		1.0414	notations
4.23	8.47	2.233	notch
4.11		0.6021	notched
		1.6628	notches
3.42			notching
4.61	6.4	3.4365	note
4.92	6.37	2.3729	notebook
		1.9138	notebooks
3.57			notecase
3.15		2.3909	noted
4.7	8.53	0.9542	notepad
		0.4771	notepads
4.78	6.39	0.4771	notepaper
		3.0989999999999998	notes
1.72			noteworthiness
